id,language,original_question,english_translation,expected_support,retrieved_documents,hit,recall,precision,mrr,latency_ms
eval_001,en,What is Acyclovir Tablets USP indicated for?,What is Acyclovir Tablets USP indicated for?,"[('acyclovir tablets usp', 'indications and usage')]","[('description', 'usage_clinical'), ('description', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical'), ('acyclovir tablets usp rx only', 'usage_clinical')]",1,1.0,0.8,0.3333,3742.31
eval_002,en,What is the dosage and administration for Acyclovir Tablets USP?,What is the dosage and administration for Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'dosage and administration')]","[('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('prescribing information', 'product_logistics'), ('acyclovir tablets usp 400 mg and 800 mg', 'product_logistics'), ('acyclovir capsules usp200 mg', 'general_info'), ('acyclovir tablets usp 400 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'safety_risk'), ('acyclovir tablets usp 400 mg and 800 mg', 'safety_risk'), ('acyclovir tablets uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info')]",0,0.0,0.0,0.0,2897.03
eval_003,en,What warnings are listed for Acyclovir Tablets USP?,What warnings are listed for Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'warnings')]","[('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp 400 mg', 'safety_risk'), ('acyclovir capsules usp rx only', 'safety_risk'), ('acyclovir capsules usp rx only', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir capsules usp200 mg', 'general_info')]",1,1.0,0.9,1.0,4688.63
eval_004,en,"What are the contraindications for Cephalexin for Oral Suspension, USP?","What are the contraindications for Cephalexin for Oral Suspension, USP?","[('cephalexin for oral suspension usp', '4 contraindications')]","[('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin for oral suspension usp', 'safety_risk'), ('description', 'safety_risk'), ('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions')]",1,1.0,0.7,1.0,3371.11
eval_005,en,"What drug interactions are described for Cephalexin for Oral Suspension, USP?","What drug interactions are described for Cephalexin for Oral Suspension, USP?","[('cephalexin for oral suspension usp', '7 drug interactions')]","[('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usprx only', 'adverse_interactions'), ('cephalexin for oral suspension usprx only', 'adverse_interactions'), ('cephalexin for oral suspension usp rx only', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions'), ('cephalexin for oral suspension usp', 'adverse_interactions')]",1,1.0,1.0,1.0,3233.76
eval_006,en,What is BusPIRone Hydrochloride Tablets indicated for?,What is BusPIRone Hydrochloride Tablets indicated for?,"[('buspirone hydrochloride tablets', 'indications and usage')]","[('buspirone hydrochloride tablets usp patient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usppatient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'product_logistics'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'product_logistics'), ('buspirone hydrochloride tablets usp rx onlypatient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usp rx onlypatient instruction sheet included', 'product_logistics'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'product_logistics')]",0,0.0,0.0,0.0,3788.79
eval_007,en,What is the starting dose for BusPIRone Hydrochloride Tablets?,What is the starting dose for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride tablets', 'dosage and administration')]","[('buspirone hydrochloride tablets usp', 'usage_clinical'), ('buspirone hydrochloride tablets usp', 'usage_clinical'), ('buspirone hydrochloride tablets usp', 'usage_clinical'), ('buspirone hydrochloride tablets usp', 'usage_clinical'), ('buspirone hydrochloride tablet', 'usage_clinical'), ('buspirone hydrochloride tablets usp rx only', 'usage_clinical'), ('buspirone hydrochloride tablets usp rx only', 'usage_clinical'), ('buspirone hydrochloride tablets usp rx only', 'usage_clinical'), ('buspirone hydrochloride tablets usp rx only', 'usage_clinical'), ('buspirone hydrochloride tablets usp rx onlypatient instruction sheet included', 'usage_clinical')]",1,1.0,1.0,1.0,513.98
eval_008,en,What are the contraindications for Acyclovir Tablets USP?,What are the contraindications for Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'contraindications')]","[('acyclovir tablets usp 400 mg', 'safety_risk'), ('acyclovir tablets uspnivagen pharmaceuticals inc', 'safety_risk'), ('acyclovir tablets usp400 mg and 800 mg', 'safety_risk'), ('acyclovir tablets usp400 mg and 800 mg', 'safety_risk'), ('acyclovir tablets usp400 mg and 800 mg', 'safety_risk'), ('acyclovir tablets usp400 mg and 800 mg', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk')]",1,1.0,1.0,1.0,78.58
eval_009,en,What is Cephalexin for Oral Suspension USP used for?,What is Cephalexin for Oral Suspension USP used for?,"[('cephalexin for oral suspension usp', '1 indications and usage')]","[('cephalexin for oral suspension usp', 'general_info'), ('cephalexin for oral suspension usprx only', 'general_info'), ('cephalexin for oral suspension usprx only', 'general_info'), ('description', 'general_info'), ('cephalexin for oral suspension usp rx only', 'general_info'), ('cephalexin for oral suspension usp', 'usage_clinical'), ('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'usage_clinical'), ('cephalexin for oral suspension usprx only', 'usage_clinical'), ('cephalexin for oral suspension usp rx only', 'usage_clinical')]",1,1.0,0.4,0.1667,86.94
eval_010,en,"What warnings and precautions are listed for Cephalexin for Oral Suspension, USP?","What warnings and precautions are listed for Cephalexin for Oral Suspension, USP?","[('cephalexin for oral suspension usp', '5 warnings and precautions')]","[('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexincephalexin for oral suspension usp for oral useinitial us approval 1971', 'adverse_interactions'), ('these highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('highlights of prescribing informationthese highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info')]",1,1.0,0.6,1.0,138.46
eval_011,en,What is the recommended dosage of Cephalexin for Oral Suspension USP for adults?,What is the recommended dosage of Cephalexin for Oral Suspension USP for adults?,"[('cephalexin for oral suspension usp', '2 dosage and administration')]","[('cephalexin for oral suspension usp', 'usage_clinical'), ('cephalexin for oral suspension usp', 'general_info'), ('cephalexin for oral suspension usp', 'general_info'), ('cephalexin for oral suspension usp', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexincephalexin for oral suspension usp for oral useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexincephalexin for oral suspension usp for oral useinitial us approval 1971', 'general_info'), ('cephalexin for oral suspension usp', 'general_info'), ('cephalexin capsules usp and cephalexin for oral suspension usprx only', 'usage_clinical'), ('cephalexin for oral suspension usprx only', 'general_info'), ('cephalexin for oral suspension usprx only', 'general_info')]",1,1.0,0.2,1.0,366.03
eval_012,en,What are the adverse reactions reported for BusPIRone Hydrochloride Tablets?,What are the adverse reactions reported for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride tablets', 'adverse reactions')]","[('buspirone hydrochloride tablets usp rx only patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'general_info'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'general_info'), ('buspirone hydrochloride tablets usp', 'adverse_interactions'), ('buspirone hydrochloride tablets usp', 'adverse_interactions'), ('buspirone hydrochloride tablets usp', 'adverse_interactions'), ('buspirone hydrochloride tablets usp', 'adverse_interactions'), ('buspirone hydrochloride tablets usp', 'adverse_interactions'), ('description', 'adverse_interactions'), ('buspirone hydrochloride tablets usp', 'adverse_interactions')]",1,1.0,0.7,1.0,801.87
eval_013,en,What are the warnings listed for BusPIRone Hydrochloride Tablets?,What are the warnings listed for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride tablets', 'warnings')]","[('buspirone hydrochloride tablets usp patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride tablets usppatient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride tablets usp', 'safety_risk'), ('buspirone hydrochloride tablets usp', 'safety_risk'), ('buspirone hydrochloride tablets usp', 'safety_risk'), ('buspirone hydrochloride tablets usp', 'safety_risk')]",1,1.0,1.0,1.0,303.06
eval_014,en,What are the contraindications for BusPIRone Hydrochloride Tablets?,What are the contraindications for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride tablets', 'contraindications')]","[('buspirone hydrochloride tablets usp rx onlypatient instruction sheet included', 'general_info'), ('buspirone hydrochloride tablets usp rx onlypatient instruction sheet included', 'general_info'), ('buspirone hydrochloride tablets usp rx only patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'general_info'), ('buspirone hydrochloride tablets usp 5 mg 75 mg 10 mg 15 mg or 30 mg rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp', 'adverse_interactions'), ('buspirone hydrochloride tablets usp 5 mg 75 mg 10 mg 15 mg or 30 mg rx only', 'general_info'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'general_info'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'general_info'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'general_info')]",0,0.0,0.0,0.0,201.33
eval_015,en,What drug interactions are described for BusPIRone Hydrochloride Tablets?,What drug interactions are described for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride tablets', 'drug interactions')]","[('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usppatient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp rx onlypatient instruction sheet included', 'adverse_interactions')]",1,1.0,1.0,1.0,68.69
eval_016,en,What are the clinical pharmacology details for Acyclovir Tablets USP?,What are the clinical pharmacology details for Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'clinical pharmacology')]","[('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info')]",0,0.0,0.0,0.0,88.43
eval_017,en,What precautions should be taken when using Acyclovir Tablets USP?,What precautions should be taken when using Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'precautions')]","[('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets uspnivagen pharmaceuticals inc', 'safety_risk'), ('acyclovir tablets', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk'), ('acyclovir tablets usp rx only', 'safety_risk')]",1,1.0,1.0,1.0,286.3
eval_018,en,What are the adverse reactions of Acyclovir Tablets USP?,What are the adverse reactions of Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'adverse reactions')]","[('acyclovir tablets uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp rx only', 'general_info'), ('acyclovir tablets usp rx only', 'general_info'), ('acyclovir tablets usp rx only', 'general_info')]",0,0.0,0.0,0.0,113.28
eval_019,en,How is Acyclovir Tablets USP supplied and how should it be stored?,How is Acyclovir Tablets USP supplied and how should it be stored?,"[('acyclovir tablets usp', 'how supplied')]","[('', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir tablets usp400 mg and 800 mg', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir tablets usp 400 mg', 'product_logistics'), ('acyclovir tablets usp400 mg and 800 mg', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp rx only', 'product_logistics'), ('these highlights do not include all the information needed to use valacyclovir tablets usp safely and effectively see full prescribing information for valacyclovir tablets usp valacyclovir tablets usp initial us approval 1995', 'product_logistics')]",1,1.0,0.6,1.0,70.33
eval_020,en,What are the precautions for Cephalexin for Oral Suspension USP?,What are the precautions for Cephalexin for Oral Suspension USP?,"[('cephalexin for oral suspension usp', '8 use in specific populations')]","[('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin for oral suspension usp', 'general_info'), ('cephalexin for oral suspension usprx only', 'general_info'), ('cephalexin for oral suspension usp', 'usage_clinical'), ('cephalexin for oral suspension usp', 'adverse_interactions')]",0,0.0,0.0,0.0,70.95
eval_021,es,¿Para qué enfermedades víricas se puede usar el Aciclovir?,What viral diseases can Acyclovir be used for?,"[('acyclovir tablets usp', 'indications and usage')]","[('acyclovir tablets usp rx only', 'general_info'), ('acyclovir tablets usp rx only', 'general_info'), ('spl unclassified section', 'usage_clinical'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir ointment usp 5', 'general_info'), ('acyclovir capsules usp', 'general_info')]",0,0.0,0.0,0.0,70.12
eval_022,fr,Quelle est la fréquence de prise de l'aciclovir pour le zona ?,What is the frequency of aciclovir intake for shingles?,"[('acyclovir tablets usp', 'dosage and administration')]","[('acy 400mg', 'general_info'), ('acyclovir capsules usp200 mg', 'general_info'), ('acyclovir capsules usp 200 mg', 'general_info'), ('acyclovir tablets usp 400 mg', 'general_info'), ('prescribing information acyclovir capsules usp', 'general_info'), ('acyclovir capsules usp acyclovir tablets usp 8940 8943 8947 rx only', 'general_info'), ('acyclovir capsules usp acyclovir tablets usp rx only', 'general_info'), ('acyclovir capsules usp', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info')]",0,0.0,0.0,0.0,70.57
eval_023,de,Welche Nierenprobleme können bei der Einnahme von Acyclovir auftreten?,What kidney problems can occur when taking Acyclovir?,"[('acyclovir tablets usp', 'warnings')]","[('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir capsules', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info')]",0,0.0,0.0,0.0,81.03
eval_024,en,Can patients allergic to cephalosporins take Cephalexin?,Can patients allergic to cephalosporins take Cephalexin?,"[('cephalexin for oral suspension usp', '4 contraindications')]","[('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin capsules and other antibacterial drugs cephalexin capsules should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info')]",0,0.0,0.0,0.0,102.6
eval_025,it,La cefalexina interagisce con la metformina?,'Does cefalexin interact with metformin?',"[('cephalexin for oral suspension usp', '7 drug interactions')]","[('description', 'adverse_interactions'), ('description', 'adverse_interactions'), ('rx only', 'adverse_interactions'), ('rx only', 'adverse_interactions'), ('cephalexin capsules usp', 'adverse_interactions'), ('cephalexin capsules usp', 'adverse_interactions'), ('clinical pharmacology', 'adverse_interactions'), ('cephalexin capsule', 'adverse_interactions'), ('cephalexin', 'safety_risk'), ('cephalexin', 'safety_risk')]",1,1.0,0.2,0.2,86.12
eval_026,pt,Qual é a dose de Cephalexin para crianças com otite média?,What is the dose of Cephalexin for children with middle ear infection?,"[('cephalexin for oral suspension usp', '2 dosage and administration')]","[('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mg 3145 3147 4175 4177 2238 2240 rx only', 'general_info'), ('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mg 3145 3147 4175 4177 2238 2240 rx only', 'general_info'), ('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mg314531474175417722382240rx only', 'general_info'), ('', 'usage_clinical'), ('cephalexin 500 mg capsules', 'general_info'), ('cephalexin for oral suspension usp rx only', 'general_info'), ('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mgrx only', 'general_info'), ('clinical pharmacology', 'usage_clinical'), ('cephalexin for oral suspension usprx only', 'general_info'), ('cephalexin for oral suspension usprx only', 'general_info')]",1,1.0,0.1,0.25,79.5
eval_027,hi,बस्पिरोन हाइड्रोक्लोराइड टैबलेट किस मानसिक स्थिति के इलाज के लिए उपयोग की जाती है?,Bisporon hydrochloride tablets are used to treat which mental condition?,"[('buspirone hydrochloride tablets', 'indications and usage')]","[('bupropion hydrochloride tablets these highlights do not include all the information needed to use bupropion hydrochloride tablets safely and effectively see full prescribing information for bupropion hydrochloride tablets bupropion hydrochloride tablets for oral use initial us approval 1985', 'general_info'), ('bupropion hydrochloride tablets these highlights do not include all the information needed to use bupropion hydrochloride tablets safely and effectively see full prescribing information for bupropion hydrochloride tablets bupropion hydrochloride tablets for oral use initial us approval 1985', 'general_info'), ('bismuth subsalicylate chewable tabletsmetronidazole tabletstetracycline hydrochloride capsules', 'adverse_interactions'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'general_info'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'general_info'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'general_info'), ('buspirone hydrochloride tablets usp 5 mg 75 mg 10 mg 15 mg or 30 mg rx only', 'usage_clinical'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'usage_clinical'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'adverse_interactions'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'adverse_interactions')]",1,1.0,0.2,0.1429,68.63
eval_028,th,ยา BusPIRone มีปฏิกิริยากับยาอื่นอย่างไร?,What is the interaction between buspirone and other medications?,"[('buspirone hydrochloride tablets', 'drug interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone tablets usp', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone tablets usp', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions'), ('buspirone hydrochloride tablets usp rx only patient instruction sheet included', 'adverse_interactions')]",1,1.0,1.0,1.0,78.92
eval_029,en,Is BusPIRone safe for patients with liver problems?,Is BusPIRone safe for patients with liver problems?,"[('buspirone hydrochloride tablets', 'precautions')]","[('description', 'safety_risk'), ('description', 'safety_risk'), ('', 'general_info'), ('patient instruction sheet', 'general_info'), ('description', 'general_info'), ('buspirone hydrochloride tablets usp0053005410035200rx only', 'general_info'), ('buspirone hydrochloride tablets usp0053005410035200rx only', 'general_info'), ('buspirone hydrochloride tablets usp0053005410035200rx only', 'general_info'), ('buspirone hydrochloride', 'general_info'), ('description', 'general_info')]",0,0.0,0.0,0.0,84.04
eval_030,es,¿Qué síntomas pueden aparecer si se toma demasiado Aciclovir?,What symptoms can appear if too much Aciclovir is taken?,"[('acyclovir tablets usp', 'overdosage')]","[('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir capsules usp rx only', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info')]",1,1.0,0.2,1.0,76.27
eval_031,fr,Est-ce que la céphaleXine peut provoquer une diarrhée grave ?,Can Céphalexin cause severe diarrhea?,"[('cephalexin for oral suspension usp', '5 warnings and precautions')]","[('description', 'general_info'), ('description', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules safely and effectively see full prescribing information for cephalexin capsules cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules safely and effectively see full prescribing information for cephalexin capsules cephalexin capsules for oral use initial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules safely and effectively see full prescribing information for cephalexin capsules cephalexin capsules for oral use initial us approval 1971', 'general_info')]",0,0.0,0.0,0.0,95.71
eval_032,de,Wie oft muss BusPIRone täglich eingenommen werden?,How often must Buspirone be taken daily?,"[('buspirone hydrochloride tablets', 'dosage and administration')]","[('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical'), ('', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical')]",1,1.0,0.4,1.0,88.87
eval_033,en,What happens if a patient taking Acyclovir becomes dehydrated?,What happens if a patient taking Acyclovir becomes dehydrated?,"[('acyclovir tablets usp', 'precautions')]","[('', 'general_info'), ('acyclovir sodium injection', 'general_info'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir sodium injection', 'adverse_interactions'), ('acyclovir capsules', 'adverse_interactions'), ('acyclovir tablets usp', 'adverse_interactions')]",0,0.0,0.0,0.0,69.67
